ID,Post,Label
421,Is Hobby Lobby Refusing To Close Stores Because of a Message from God?,Mixture
422,Ohio Police Post Graphic Photograph of Adults Passed Out from Heroin with Child in Car,TRUE
423,Did Dr. Roger Hodkinson Call COVID-19 a Hoax?,Mixture
424,U.S. Gold Medal Winners Pay Thousands in Taxes?,Mixture
425,Do These Photos Show a 1939 Nazi Rally at Madison Square Garden?,Mixture
426,Putin Gives Obama Ultimatum,FALSE
427,Did a Struggling Sylvester Stallone Sell His Dog for $25?,Mixture
428,Did Mitt Romney Endorse Joe Biden?,FALSE
429,KFC Extra Crispy Sunscreen,TRUE
430,Did Johns Hopkins Student Newspaper Retract Article Claiming COVID-19 Deaths 'Not Above Normal'?,Mixture
431,The Post-Civil War Lives of Robert E. Lee and Jefferson Davis,Mixture
432,"Was an Alien Caught on the Kerala, Karnataka Border?",FALSE
433,Will COVID-19 No Longer Be Classified as an Epidemic?,FALSE
434,Trump Just Raided His Own EPA?,FALSE
435,"Sutherland Springs Shooting Rumors, Hoaxes, and Conspiracy Theories",Mixture
436,Did Christopher Harrington Patent a 'CV19-N95' Mask in 2015?,FALSE
437,Has Child Prostitution Been Legalized in California?,Mixture
438,Did the Kenyan Government Have Maasai Tribe Whip People To Enforce Curfew?,FALSE
439,Clinton/Lynch Pilot Breaks His Silence on What Was Said?,FALSE
440,Does Trump Own Stock in a Company CDC Uses for COVID-19 Tests?,FALSE
441,Have 3D Printed Rhino Horns Been Developed to Stop Poaching?,Mixture
442,Woman Develops IQ of 220 After Drinking Sperm Every Day for a Year,FALSE
443,Muslim Woman Buys Soda with Food Stamps to Resell?,Mixture
444,Is This a Photo of an American Revolutionary War Vet?,TRUE
445,Chipotle Sabotaged by GMO Activists?,Mixture
446,"Hillary Clinton Diagnosed with Vascular Dementia, Has One Year to Live?",FALSE
447,Height of the Texas Giants,Mixture
448,Scary Clowns Kill 23 People in Canada,FALSE
449,Trump Family Photograph,TRUE
450,Has Italy Stopped Treating the Elderly in the COVID-19 Pandemic?,Mixture
451,Does Halloween Fall on Friday the 13th for the First Time in 666 Years?,FALSE
452,Should You Avoid Getting a Flu Shot?,FALSE
453,Young Protester Stares Down Police,FALSE
454,Did the 1981 'Farmer's Almanac' Predict COVID-19?,FALSE
455,Johnny Depp to Be Charged and Held Under the Patriot Act?,FALSE
456,Reverse Cavities and Heal Tooth Decay with Vitamin D,FALSE
457,Did Kamala Harris Call Joe Biden a Racist?,FALSE
458,Did a Muslim Woman Demand Men Leave a Salon So She Could Get Her Hair Styled?,Mixture
459,Is This a Tornado Sucking Up a Rainbow?,FALSE
460,Muslims Demand Army Change Its Dress Code to Include Turbans and Beards,Mixture
461,Did Joel Osteen's Megachurch Get a $4.4M Coronavirus Loan?,TRUE
462,U.S. Caught Repainting Fighter Jets to Russian Colors?,FALSE
463,Did Saudi Arabia Behead Its First Robot Citizen?,FALSE
464,Was Charles Lieber Arrested for Selling the COVID-19 Coronavirus to China?,Mixture
465,New Federal Gun Law Prevents Open Carry in All 50 States,FALSE
466,Secret Pancakes On $5 Bill,FALSE
467,Tainted Buffet at Jackson Strip Club Blamed After Severe Diarrhea Incident on Stage?,FALSE
468,Andy Rooney on Everything,FALSE
469,Does This List Prove Voter Fraud in 2012?,FALSE
470,Was Sargento Brand Cheese Recalled in August or September 2017?,Mixture
471,Does Video Show an Eagle Carrying a Shark?,FALSE
472,Risqué Anderson Cooper Photograph,FALSE
473,Did the Vatican Say It's OK To Get the COVID-19 Vaccine?,TRUE
474,Did the CDC Significantly 'Readjust COVID-19 Death Numbers'?,FALSE
475,Did Police Give Instructions for Citizens Rescuing Dogs from Hot Cars?,Mixture
476,Obama Signs Executive Order to Pay Partial Reparations to African-Americans,FALSE
477,Is USPS Closing Soon Because of COVID-19?,Mixture
478,Do 52 Thoroughbred Horses Need New Homes Due to COVID-19?,FALSE
479,Is This Viral List of U.S. Government Emergency Aid Sent to Puerto Rico Accurate?,Mixture
480,Did a Federal Judge Rule Police Can Legally Shoot and Kill Dogs?,Mixture
481,Did a Valedictorian Drop Out Just Before Graduating to Become a CEO?,Mixture
482,Clown Purge on Halloween,FALSE
483,FALSE: Photograph Shows Bowie and Lemmy,FALSE
484,Is Barack Obama the Anti-Christ?,FALSE
485,Man Dressed as Clown Shot; Condition Critical,FALSE
486,The Strange Death of Elisa Lam,TRUE
487,Did Jill Stein Endorse Donald Trump?,FALSE
488,New Regulation Requires Motorcycle Owners to Install 75 MPH Governors by January 2017,FALSE
489,"No, Red Cross Is Not Offering Coronavirus Home Tests",FALSE
490,Did AOC Propose a $10.5B Cut to Social Security?,FALSE
491,In 2003 Were the Only Reported Measles Deaths Caused by the Vaccine?,FALSE
492,Is Hobby Lobby Refusing To Close Stores Because of a Message from God?,Mixture
493,Creflo Dollar Debuts New Pulpit Made Entirely of Hundred Dollar Bills?,FALSE
494,FALSE: Winner of 1.5B Powerball Jackpot Dies of Cocaine Overdose,FALSE
495,Leaked 2013 Trump Tax Return Shows He Paid Over 40 Million in Taxes,FALSE
496,Leaked E-mails Show John Podesta Discussed Alien Technology with Former NASA Astronaut,Mixture
497,Was 2020 a 'Typical Year' for US Deaths Despite COVID-19?,FALSE
498,Fraud at the CDC Uncovered?,FALSE
499,Did Anthony Fauci Say People No Longer Need to Wear Masks?,Mixture
500,Celine Dion Death Hoax,FALSE
501,Did a Woman Sew Shrimp Into Curtains to Get Even With Her Cheating Partner?,FALSE
502,Medicare at Age 76,FALSE
503,Mysterious Creature Filmed in Portuguese Desert,FALSE
504,Do U.S. Gun Deaths Since 1968 Outnumber Deaths in All American Wars?,Mixture
505,Does AstraZeneca's COVID-19 Vaccine Contain Aborted Fetal Cells?,FALSE
506,The Narilatha Flower,FALSE
507,Did Millions of Canceled Cellphones Reveal Unreported Coronavirus Deaths in China?,Mixture
508,Are Gummi Bears Made with Car Wax?,Mixture
509,Does the NAACP Want to Sandblast Confederate Figures Off Stone Mountain?,Mixture
510,Is Comet Ping Pong Pizzeria Home to a Child Abuse Ring Led by Hillary Clinton?,FALSE
511,Young Protester Stares Down Police,FALSE
512,FALSE: Military Widow Comes Forward with Winning Powerball Ticket in Florida,FALSE
513,Ohio State University Staffer Asked for Sympathy for Campus Attacker,Mixture
514,Is This a 'COVID 5G Chip Diagram'?,FALSE
515,Ted Nugent Death Hoax,FALSE
516,Did a Protester Shoot a Las Vegas Cop During Civil Unrest in 2020?,Mixture
517,Did Sarah Palin Say People with Lyme Disease Should Stop Eating Limes?,FALSE
518,Did a Washington School District Ban Pork Due to a Muslim Outcry?,FALSE
519,FALSE: CNN Host Fareed Zakaria calls for Jihad Rape of White Women,FALSE
520,"Only 60 of 1,566 Churches in Houston Opened to Help Hurricane Harvey Victims?",FALSE
521,Did Ted Cruz Say Southern States Should Build Nuclear Weapons to Protect Their Beliefs?,FALSE
522,Are Gummi Bears Made with Car Wax?,Mixture
523,Bringing a Gun to a Knife Fight,TRUE
524,Obama Signs Executive Order Allowing Military to Fight US Citizens,FALSE
525,Did Burger King Admit Their Burgers Contain Horsemeat?,FALSE
526,Elijah Cummings Said Democrats Gave Black People the Right to Vote?,Mixture
527,Ted Cruz Plots on Air Force One,Mixture
528,Was Sturgis Motorcycle Rally Responsible for 250K Coronavirus Cases?,Mixture
529,Muslim Man Pushed Woman Down Stairs?,Mixture
530,Putin Quote Criticizes Obama,FALSE
531,Rainbow Grilled Cheese,FALSE
532,Has the Congressional Budget Office Scored the American Health Care Act?,Mixture
533,New York Police Officer Caught on Camera Raping Girl?,Mixture
534,11 States Agree to Implement and Enforce Truck Curfew,FALSE
535,Pentagon Awards Contract to United Airlines to Forcibly Remove Assad?,FALSE
536,Breitbart News App Removed From the Apple Store?,Mixture
537,Durex to Produce Eggplant-Flavored Condoms,FALSE
538,"Was Obama Silent on Shooting of Republicans, Reemerging Only to Praise a Drug Dealer?",FALSE
539,Was a 5G Tower Torn Down in China To Stop COVID-19?,FALSE
540,Did Obama Admin Give Wuhan Laboratory a $3.7 Million Grant?,Mixture
541,Tim Hortons Adding Marijuana to Their Menu,FALSE
542,Leonardo DiCaprio Endorses Trump?,FALSE
543,Did Beyoncé Endorse President Trump in 2020?,FALSE
544,Summer Job Interview or Human Trafficking Front?,FALSE
545,The Origins of Policing in the United States,Mixture
546,Should Patients Request Thyroid Guards During X-Rays to Prevent Thyroid Cancer?,Mixture
547,Do Takis Brand Corn Chips Cause Ulcers and Cancer in Children?,Mixture
548,Did the KKK March With a Trump-Pence Sign?,FALSE
549,Is The Lake Michigan Dolphin Population On the Rise?,FALSE
550,Is Hippopotamus Milk Pink?,FALSE
551,Do Flu Vaccines Increase Your Risk of Testing Positive for COVID-19?,FALSE
552,Chris Matthews and Cardinal Bergoglio Transcript,FALSE
553,Is the Red Cross Charging Victims of Hurricane Harvey for Disaster Relief Services?,FALSE
554,Did a Woman Stab Her Boyfriend for Penetrating a Turkey?,FALSE
555,Were Bibles Pulled From Shelves at Barnes and Noble?,FALSE
556,Did Rep. Ilhan Omar Criticize AOC for Getting COVID-19 Vaccine?,Mixture
557,"Did an Xbox One Kill a Teen After the Console Forcefully Ejected Black Ops 3 Disc, Slicing His Throat?",FALSE
558,"Wendell Callahan Pardoned by Obama, Kills Three Victims?",Mixture
559,Starbucks CEO Admits Plot to Lure Customers Into Satanism,FALSE
560,Is This a 3-Horned Ankole Cow in Uganda?,TRUE
561,Did a Colorado Squirrel Test Positive for Bubonic Plague?,TRUE
562,Trump Purchases Ex-Rockefeller Estate?,FALSE
563,Was Marisa Tomei Awarded an Oscar by Mistake?,FALSE
564,Obama Signs Executive Order Banning the Pledge of Allegiance in Schools Nationwide,FALSE
565,Did Chelsea Clinton Say That Marijuana Is Killing People?,Mixture
566,Is This Palm-Sized Bunny Real?,FALSE
567,Did the Red Cross Serve This Meal to Hurricane Victims?,FALSE
568,The Young Family,FALSE
569,Was a Teenaged Pete Buttigieg Arrested for Killing Dogs?,FALSE
570,Concrete Arrows Across the U.S.,TRUE
571,IRS Scam Season,FALSE
572,Do Energy Drinks Contain Bull Semen?,FALSE
573,Edward Snowden Said Russia Successfully Rigged U.S. Elections In Favor Of Trump,FALSE
574,Did This Woman Confuse Spray Foam Insulation for Mousse?,FALSE
575,Mule vs. Mountain Lion,FALSE
576,Did Trump Call for Obama to Resign After Ebola Doctor Returned to U.S.?,TRUE
577,Is China Using Anal Swabs to Test for COVID-19?,Mixture
578,Did Mother Teresa Teach Hillary Clinton a Lesson on Abortion?,Mixture
579,Dollar Tree Closing All Stores?,FALSE
580,57 Varieties of Truth,FALSE
581,Putin Cancels Campaign Event with Trump?,FALSE
582,Has Dr. Zelenko Successfully Treated 669 Coronavirus Patients?,Mixture
583,Was Trump Against the Iraq War from the Beginning?,FALSE
584,Mayweather-Pacquiao Fight Was Reversed?,FALSE
585,Was a Fatal Motorcycle Crash Listed Among COVID-19 Deaths in Florida?,Mixture
586,Did Trump Inherit a 'Depleted' Stockpile of Ventilators From Obama?,Mixture
587,Clouds Over Geneva Show CERN Opening a Portal to a New Dimension?,FALSE
588,Hillary Clinton Fundraiser Recording,Mixture
589,Is Hand Sanitizer Effective After Its Expiration Date?,Mixture
590,Do Photos Show Las Vegas Homeless Sleeping in 'Social Distanced' Parking Lot?,TRUE
591,Did This Nobel Prize Winner Say COVID-19 Was Created in a Lab?,TRUE
592,Australian Police Targeting Pokemon Go Players,FALSE
593,North Dakota Gives the Green Light to Shoot Indigenous Tribes on Sight,FALSE
594,Pokemon Go Program Clears Shelter of Dogs Awaiting Adoption,Mixture
595,Is President Trump Making a White House Reality Show?,FALSE
596,Is This a Burnt-Out Car From Police-Brutality Protests in Minneapolis?,TRUE
597,Girl Shot by Police Sniper at Standing Rock Protest,FALSE
598,Is this Donald Trump Sitting with Liberace?,FALSE
599,Hillary Clinton Supporter Stands on American Flag,FALSE
600,Is Canine Coronavirus Vaccine Proof that COVID-19 Vaccine Should Exist?,FALSE
601,Did Muslims March in Favor of Sharia Law in England?,FALSE
602,Did Stanley Kubrick Fake the Moon Landings?,FALSE
603,"Mandatory Gun Ownership in Kennesaw, Georgia",Mixture
604,"Did a Black Man Invent the Lightbulb, As Joe Biden Claimed?",Mixture
605,Did Trump Take Credit for 'Beautiful' COVID-19 Vaccine?,TRUE
606,Did President Obama Enforce an Islamic Prayer Opening in the U.S. House?,FALSE
607,The Cab Ride,FALSE
608,Are Clorox Wipes and Toilet Paper Sold Out Again?,Mixture
609,"Did a Woman Say the Washington Post Offered Her $1,000 to Accuse Roy Moore of Sexual Abuse?",FALSE
610,Does Sanders Want to Tax Social Security Benefits at 47 Percent?,FALSE
611,Has Iceland Eliminated Down Syndrome Through Abortion?,Mixture
612,Did a Woman Make Her Cheating Husband Eat His Own Genitals?,FALSE
613,Pandora Endorses Black Lives Matter?,Mixture
614,Is This List of Democratic Shooters Accurate?,Mixture
615,Muslim Men Can Have 4 Wives on Welfare in Michigan?,Mixture
616,Giant Human Footprints Found in China?,Mixture
617,Are These Petri Dishes Coughed On With and Without a Mask?,TRUE
618,Did Costco Issue a Recall Notice for Toilet Paper?,FALSE
619,Did Fauci Compare Research About COVID-19 to That of Chickenpox?,FALSE
620,Trump Donates 50k to Charleston Shooter Family to Move Him to Safer Prison,FALSE
621,Fox News Said the Benghazi Probe Was a Hoax,FALSE
622,Did Trump Say More COVID-19 Testing Makes the US Look Bad?,TRUE
623,Does a Viral Image Show People Lining Up to Surrender Their Pets for Euthanasia?,Mixture
624,Police Shoot Department Store Mannequin 67 Times After Mistaking it for Gunman,FALSE
625,Does H.R. 6666 Authorize Removing COVID-19 Patients from Their Homes?,FALSE
626,Did Elevation Church Debut a Water Slide Baptismal?,FALSE
627,Did Trump Retweet a Cartoon of a Train Hitting a CNN Reporter?,TRUE
628,Does George Soros Own a Lab That 'Developed' COVID-19?,FALSE
629,Was the Revolving Door Invented by a Man Who Disliked Holding Open Doors for Women?,FALSE
630,Must All U.S. Businesses Accept Legal Tender as Payment?,FALSE
631,Fisher Price Happy Hour Playset,FALSE
632,State Cuts Off Water to  Dakota Access Pipeline Protesters?,Mixture
633,Half-Eaten Shark Washes Up in Daytona,Mixture
634,Was a CV-19 Vaccine That Tracks Citizens Patented in 2012?,FALSE
635,Did Hitler Invent the Inflatable Sex Doll?,FALSE
636,Has Crossbreeding Humans with Animals Been Approved in the United States?,Mixture
637,"Could People Be Jailed, Fined for Refusing COVID-19 Vaccine in US?",TRUE
638,Pepsi CEO Tells Trump Supporters to Take Their Business Elsewhere,Mixture
639,Did a Couple Wear Swastika Masks to Walmart?,TRUE
640,Did a WTC Leaseholder Buy Terrorism Insurance Just Before 9/11?,Mixture
641,Did Trump Say Muslims Should Be Required to Wear Badges?,Mixture
642,Is Breast Milk Gold Under a Microscope?,Mixture
643,Medicare and Guns,FALSE
644,Did a Missouri Bill Propose Imprisoning Librarians?,TRUE
645,Did Candy Canes Originate as Religious Symbols?,FALSE
646,Did Bill Clinton Hold Up LAX Air Traffic for a Haircut?,FALSE
647,Did Raleigh Restaurant Employees Sing an Offensive Song at a Group of Police Officers?,FALSE
648,Did President Obama Enforce an Islamic Prayer Opening in the U.S. House?,FALSE
649,John Cena Death Hoax,FALSE
650,U.S. Gymnastics Coaches Bela and Marta Karolyi Were Illegal Immigrants?,FALSE
651,Are Left-Handed People Now Eligible for Disability?,FALSE
652,Whale Trust,FALSE
653,Was a Snake Dropped on a Family Barbecue By a Hawk?,FALSE
654,Do Teens Spread COVID-19 As Fast As Adults?,Mixture
655,Is the Mississippi River Going Dry?,FALSE
656,Does This Picture Show Daytona International Speedway Flooded?,FALSE
657,Michelle Obama Scrubbed Hillary Clinton from Her Twitter Accounts,FALSE
658,Did Elon Musk Tweet a Dessert Picture from a Restaurant Amid COVID-19 Restrictions?,Mixture
659,Did Police Slash Tires at Minneapolis Protests?,TRUE
660,Did a Phone Service Outage Enable COVID-19 Tracking Apps To Be Placed in Phones?,Mixture
661,Did the United States Treasury Announce Plans to Put Robert E. Lee on the New $20 Bill?,FALSE
662,Instant Noodles Wax Warning,FALSE
663,Heather Bresch Attacked by Bee Swarm After Raising EpiPen Price?,FALSE
664,Do Windmills Consume More Energy to Build Than They Ever Produce?,Mixture
665,Hillary Clinton Targets Family Farms with 65% Estate Tax?,Mixture
666,Jeff Foxworthy Gets Attacked by Liberals After Publicly SLAMMING Hillary Clinton,FALSE
667,Neighborhood Town Watch Threatens Muslim Neighbors?,Mixture
668,Was a Whale Spotted Under the Mackinac Bridge?,FALSE
669,Was a Pregnant Woman Raped by a Muslim Refugee in Michigan?,FALSE
670,Are US Citizens Married to Immigrants Excluded from COVID-19 Stimulus Checks?,Mixture
671,Do Men Think About Sex Every Seven Seconds?,FALSE
672,Obama Commissions Gender Neutral Bible,FALSE
673,Are United Airlines Passengers Wearing Crash Helmets?,FALSE
674,German Tank Shot Down UFOs?,FALSE
675,Connecticut Begins Sending Gun Confiscation Letters,Mixture
676,Idaho Mother Sentenced to Prison After Multiple Citations for Breastfeeding in Public,FALSE
677,Was the White House Built by Slaves?,Mixture
678,Trump Claims America Should Never Have Given Canada Its Independence,FALSE
679,Does This Restaurant Receipt Show a COVID-19 Surcharge?,TRUE
680,Did an 8-Year-Old Yemeni Child Bride Die of Internal Injuries?,Mixture
681,Did a Biplane Buzz a Los Angeles Beach in 1911?,FALSE
682,Does SeaWorld Put Orcas in Plastic Bags While Their Habitats are Cleaned?,FALSE
683,Is COVID-19 Being Spread Through Gas Pumps?,Mixture
